Name;score;content
ovi karinaLocal Guide · 78 ulasan · 229 foto;5;"harga tiket masuk 5rb/ orang, kesini awalnya iseng karena jalan jalan pagi, kita dateng pagi bgt awal museum baru buka, bahkan kita sempat tanya sudah buka atau belum baru kita beli tiketnya.
tempatnya nyaman, AC, di saranin kalau kesini pakai guide ya. karena kalau ga pakai guide ya cuman kaya liat batik batik aja, tp kalau pakai guide bisa di jelasin.
sesederhana tentang batik khas surakarta itu coklat, untuk daerah jogja biasanya putih, dan batik yg biasanya ada etnis chinesnya pasti berwarna cerah dan bermotif hewan seringnya naga.
hal yang menarik buat aku yang suka banget sama bangunan peninggalan belanda, ternyata museum batik dulunya bangunan untuk kantor keuangannya pabrik gula sragi.
ngeliat aku yg interest sama hal yg berbau kolonial, ternyata bapak guide nya makin cerita ke banyak hal sejarah ga cuman ttg batik. karena kata bapaknya dia org asli sekitar museum..
keseluruhan tempatnya keren walau tiket masuknya murah, kalau ada kesempatan dan waktu ayo coba mampir kesini."
denny irawanLocal Guide · 95 ulasan · 372 foto;5;Perjalanan singkat di kota pekalongan dpt tempat seru di dekat KM 0 kota pekalongan... Museum Batik yg seru murah meriah buat ngajak keluarga berlibur di pelalongan
AsihLocal Guide · 20 ulasan · 182 foto;5;"Museum Batik Pekalongan merupakan salah satu destinasi wisata edukasi yang terletak di kota Pekalongan. Di museum ini kita bisa mengenal berbagai macam jenis batik, peralatan untuk membatik dan sekaligus bisa belajar membatik secara langsung.
Tiketnya pun sangat ramah di kantong, hanya Rp3.000,00 untuk anak-anak, Rp7.000,00 untuk umum dan Rp20.000,00 untuk wisatawan mancanegara.
Pameran koleksi batik di museum ini dibuka setiap hari. Pengunjung dapat mengitari seluruh area museum dan didampingi oleh pemandu yang akan menjelaskan secara detail.
Kalau kalian berkunjung ke Pekalongan jangan lupa untuk mampir ke Museum Batik ini ya.. :)"
Hendy Fransiskus SitorusLocal Guide · 99 ulasan · 454 foto;5;Salah satu musuem yang menawarkan experience  yang menarik pada pengunjung. Selain kita dapat menikmati keindahan dari batik Indonesia dan sejarah dari batik, kita juga dapat merasakan langsung dengan membuat motif batik itu sendiri. HTM 7 rbu dan sudah termasuk membuat batik dengan kain. Tersedia juga kelas2 membuat batik sapu tangan dll dengan tambahan harga, tetapi harus mendaftar terlebih dahulu minimal 2 hari sebelum kedatangan.
Fiki A.Local Guide · 12 ulasan · 18 foto;5;lokasi di depan titik 0km pekalongan dan sebelah masjid. bisa memilih pakai tour guide atau tidak tanpa biaya tambahan. biaya masuknya pun murah. cocok sebagai tempat rekreasi bersama keluarga dan sahabat. di sana kita dijelaskan sejarah batik hingga bagaimana cara membatik, tersedia alat untuk praktik membatik secara gratis
Mohammad Sodaqoh6 ulasan;5;Museum batik harus dilestarikan dan kalau bisa diperluas tempatnya. Batik batik nya harus diklasifikadikan kedalan tahun produksi. Kalau bisa yang berusia seabad
Dea Amalia AlfaLocal Guide · 32 ulasan · 172 foto;5;Tempat bersih, pelayanan juga ramah ramah. Didalam gedungnya ada tempat jualan snack juga, didalam gedungnya bersih terawat dan wangi, wangi bunga melati. Parkiran juga luas dan bersih.
Yuliani Eka WijayantiLocal Guide · 74 ulasan · 186 foto;5;Museum yang masih terjaga keasliannya, disana ada tempat untuk belajar membatik, pingin banget belajar buat batik cuma kemarin gak sempat
Yovita Christi5 ulasan · 5 foto;5;"Disini bisa belajar batik lengkap dari sejarahnya, alat dan bahannya, bahkan bisa langsung praktik coba langsung membatik loh! Kadang ada workshop yang menarik jugaaa. Koleksi museum batik Pekalongan lengkap dari batik pedalaman/keratonan Solo Yogya, sampai berkembang menjadi batik pesisiran khas Pekalongan. Recommended place to visit!
Salah satu batik yang menarik dan modern banget, Batik Lukis."
hiratachi edogawaLocal Guide · 95 ulasan · 286 foto;5;Tempat wajib kalo ke Pekalongan nih, motif batik nya sangat lengkap cocok buat wisata edukasi, ada guide nya juga jadi kita bisa tahu asal usul sejarah dari berbagai batik sampai cara pembuatan nya untuk pengunjung biasa disediakan ruangan buat belajar membuat batik dan hasil nya bisa dibawa pulang ??. Kesini pas weekday jadi lumayan sepi bisa lebih fokus dan santai melihat lihat sambil foto foto.
Siti AisahLocal Guide · 17 ulasan · 22 foto;5;"Ke Pekalongan belum afdhol kalau gak mampir Museum Batik.
Disini kita bisa mempelajari berbagai macam motif batik, asal daerahnya, cara membuatnya, praktek membatik, bahkan peruntukan masing2 motif itu sendiri.
Bisa untuk kegiatan perorangan, kelompok atau grup besar."
Hanis AdyLocal Guide · 12 ulasan · 56 foto;5;Tempat utk mengetahui sejarah seni kain batik d Pekalongan ,dan melihat pameran seni dari berbagai daerah Indonesia
Nabila Jauhar MuthiaLocal Guide · 26 ulasan · 31 foto;5;Tempatnya enak dan adem, tiket weekday 7.000, ada 3 ruang yang jenis batiknya beda beda. Ada guide yang memandu dan sangat ramah pol dan diakhir bisa mencoba untuk membatik
Winda Ika PutriLocal Guide · 122 ulasan · 443 foto;5;"Baru pertama kalinya ke sini. Awal bayar 7ribu, saya ke sana weekday ya.
Terus langsung dianter sama tour guidenya ke dalem dan dijelasin macem macem soal batik.
Kita juga diajarin buat bikin pola dan nyanting. Ini yang paling seru si. Karena kita harus nunggu lilin leleh dan diajarin pake canting dan gimana ngeaplikasiin ke kainnya. Seru banget. Rekomen buat dateng ke sini."
Sri Rahayu6 ulasan · 38 foto;5;Asik buat edukasi,mas n mba nya ramah apalgi yg mba tiket d depan saya datang pagi sambil joging sendirian tetap diantar di layani dengan baik,semoga banyak yg berkunjung supaya wisata edukasi seperti ini tetap hidup
Susilo DewiLocal Guide · 6 ulasan · 35 foto;5;Tempatnya bagus dan nyaman untuk belajar tentang batik.
Fitriana SalehahLocal Guide · 73 ulasan · 183 foto;5;Senang banget ketika pertama kali berkunjung ke Museum Batik Pekalongan karena sangat menambah wawasan saya mengenai batik! Tiketnya murah per-orang dewasa cukup 7rb saja sudah bisa keliling museum dan bisa belajar membatik juga! Staffnya baik mbak maupun masnya semuanya ramaah-ramaah top banget deh pelayanannya! Terima kasih Museum Batik ??
DefikaLocal Guide · 30 ulasan · 46 foto;5;"Tempatnya setrategis bgt soalnya deket alun-alun.
Gedungnya bagus ala ala belanda gt (emang gedung peninggalan belanda)
Tempatnya bersih dan tertata rapi.
Tinggal masuk aja terus ada loket gitu.
Htm 7k aja buat dewasa dan 3k buat anak-anak.
Setelah bayar kita bakal ditemenin tour guide buat keliling-keliling.
Dijelasin semuanya, dari sejarah batik, jenis-jenis batik, alat bahan batik, cara membatik, pokoknya banyak dan detail bgt, oh iya kita boleh tanya-tanya juga.
Setelah selesai keliling, guidenya bakal nganter kita ke ruang workshop
dan yaaa, kita bisa belajar membatik!
Kita dikasih kain kotak terus kita bisa milih pola, kek jiplak gitu, banyak kok ada pola bunga, sampe ada kura-kura, yap ak tentu pilih yang lucu ??
Sangat worth it! masnya ramah ramah dan murah bgt juga ??"
Mira AmirantyLocal Guide · 139 ulasan · 857 foto;5;"Seruu deh liat koleksi batik dimuseum batik pekalongan ini ?? batik dr jaman th 1800 an pun ada lohhh maak ???? msh utuh dan awet, bagus2 bgt MaasyaaAllaah ..
Trs kita bs coba jg bikin batik sndiri, gmbr sndiri, pas gmbr pake cantingnya susah maakk tyt ?? makanya saluttt pisan sm pengrajin batik tulis tu, bs sekeren itu design batik mereka ???? MaasyaaAllaah, makin cinccyaaah dehh sm batik2 indonesia ????????"
Prayoga Adi WicaksonoLocal Guide · 498 ulasan · 2.187 foto;5;Museum Batik Pekalongan yaitu museum  yang beralamat di Jalan Jetayu No.1 Pekalongan, Jawa Tengah. Museum ini memiliki luas tanah dan bangunan 40 meter persegi dan memiliki 1149 koleksi batik, antara lain wayang beber dari kain batik yang berusia ratusan tahun dan alat tenun tradisional atau dikenal sebagai alat tenun bukan mesin. Lokasi Museum Batik berada di kawasan budaya jetayu tepatnya berada di sebelah utara Masjid Al Ikhlas, sebelah barat Lapas Pekalongan, sebelah timur Lapangan Jetayu, dan sebelah selatan GOR Jetayu. Museum ini buka dari Jam 08.00 - 11.00 (Istirahat 12.00 - 13.00) dan 13.00 - 15.00 . Sebelum masuk ke Museum, kita diwajibkan untuk mencuci tangan, lalu mengisi buku tamu di bagian informasi, dan membayar tiket masuk sebesar Rp 5.000. Museum ini sangat menerapkan protokol kesehatan, yaitu dengan menggunakan masker dan mencuci tangan ketika akan masuk ke dalam Museum. Di dalam Museum ini ada beberapa ruangan, yaitu ruang tunggu, ruang audio visual, ruang pamer 1, ruang pamer 2, ruang pamer 3, ruang workshop, kantin, dan toilet. Untuk tour guide sendiri sangat ramah dan asyik.
Kevin NatanaelLocal Guide · 82 ulasan · 1.813 foto;5;Tertata rapi, ada pemandunya dan bisa minta fotokan, ada tempat coba batik dan souvenir
nizam mulukLocal Guide · 63 ulasan · 61 foto;5;Museum batik lengkap di pekalongan. Buat belajar tentang Batik sangat bagus
Riris ZakiyyahLocal Guide · 144 ulasan · 96 foto;5;"Kalau ke Pekalongan sempetin mampir ke Museum Batik deh, Recommended musiumnya adem??
Batik-batiknya juga beragam, menambah wawasan tentang perbatikan. Tiket masuknya juga murah, aksesnya mudah. Sempet terbesit desain museumnya sedikit mirip kayak bangunan FK Unair hehe."
Latif Ahmad FauzanLocal Guide · 50 ulasan · 29 foto;5;Musium Batik mengajarkan kepada kita bagaimana cara mengenal lebih dekat, menghargai, mencintai, dan melestarikan Batik sebagai salah satu budaya Indonesia. Berdiri di tengah pusat kota Pekalongan, sehingga sangat mudah untuk diakses. Parkir cukup luas. Harga tiket sangat murah, hanya bermodal 5rb saja kita sudah bisa menjelajahi tempat ini. Koleksi batiknya pun cukup banyak, mulai dari pesisir maupun pedalaman. Pelayanan yang sangat ramah, fasilitas lengkap, bersih, dan nyaman. Cocok dijadikan sebagai wisata edukasi keluarga.
zulfaaawLocal Guide · 23 ulasan · 76 foto;5;pas kesana hari sabtu kebetulan lagi ada tugas dari sekolah bikin vlog di museum batik, tiket seharga 3 ribu anak anak,7 ribu umum,20 ribu mancanegara kalo ga salah lupa nge foto soal nya,rame banget soal e ada anak anak sd lagi bikin batik cap dan pengunjung lain nya yang bikin video juga di sana,banyak batik beraneka ragam dari pekalongan,batik pesisir dll bagus buat orang yng pengen tau tentang batik itu apa aja dan gimana cara buat nya??????
Tuuuna Weasley?¿7 ulasan · 49 foto;5;Tempatnya sangat menarik karena mereka me-showcase batik2 yang bermotif beda2, ada yang ungu, coklat, biru dan lain lainnya, juga didalam ada taman kecil. Walaupun tidak banyak untuk dilihat, paling 15 atau 25 menit sudah cukup untuk melihat semuanya, tetapi infomasinya sangat lengkap mulai dari tanggal dibuatnya dan tempat dibuatnya. Orang2nya baik dan ramah juga. Kalo ke pekalongan harus kesini!
KingwanLocal Guide · 505 ulasan · 4.965 foto;5;Museum yang harus dikunjungi jika lewat kota Pekalongan, tempat nya di kota, koleksi batiknya bagus bagus dan keren apalagi model dan warnanya mantap, ada sejarah batik, alat alat membatik, bahan bahan membatik dan koleksi dari seluruh batik yang ada di Indonesia maupun mancanegara, gedung nya memanfaatkan gedung tua peninggalan Belanda, disini juga bisa praktik bagaimana membuat batik setelah selesai melihat lihat koleksi dari musium, selamat mencoba... terima kasih
Annisa CahyaningtyasLocal Guide · 154 ulasan · 345 foto;5;Museum Batik terletak di kota Pekalongan, letak sangat strategis. Free wifi. Dan setiap ada pengunjung pasti ada tour guide yang akan mendampingi untuk menjelaskan. Terdapat tiga ruang pameran batik yang bisa dikunjungi pengunjung. Selain itu terdapat pula cafe jika ada pengunjung ingin makan dan minum. Di akhir tour, biasanya pengunjung akan diajak membatik diruang workshop. Pengunjung bisa mendapat banyak informasi dengan menonton video di ruang audio visual. Museum Batik sangat patut dikunjungi.
Fitria FitriLocal Guide · 69 ulasan · 315 foto;5;"Biaya masuk 7k/org
Nmbah ilmu tentang perbatikan dan sejarah ygy
Estetik , kelayakan tempat dan ruangan yg trus  d upgrade ok bgt, dlm nya ada kolam pepohonan yg bikin adem seger
Malah biasa org pklnya sendiri jarang ksini
Wajib bgt ksini ga nyesel"
imawan dedyLocal Guide · 177 ulasan · 1.768 foto;5;"Museum batik terletak di jalan Jetayu daerah panjang, kota Pekalongan.
Bangunan dari museum batik ini adalah bangunan tua dari jaman Belanda. Namun masih berdiri kokoh dan terawat.
Museum batik ini memamerkan berbagai macam koleksi batik dari batik jaman dulu maupun batik modern.
Koleksi batik yang ada dari berbagai wilayah Jawa, seperti batik Pekalongan, solo, Yogya, Cirebon, dan lain lain
Terdapat juga koleksi batik Nusantara dari Kalimantan, sumatera, Papua dan lain lain.
Museum batik ini juga untuk tempat wisata edukasi budaya.
Fasilitas yang ada antara lain ruang pameran , ruang workshop, Perpustakaan, cafetaria, pusat oleh oleh batik."
Wulan WulanLocal Guide · 120 ulasan · 1.155 foto;5;Pengetahuan ttg jenis2 batik nusantara. Ada kelas belajar membatik. Tiket masuk dewasa 7rb, anak 3rb
Diva AbdillahLocal Guide · 24 ulasan · 6 foto;5;"Seru banget. Harga tiket masuknya gak sampai Rp10.000. Ada tiga ruang pameran dan satu ruang workshop. Harga cendramata terjangkau mulai dari Rp10.000. Lingkungannya enak, adem. Lebih banyak kain yang pakai pewarna kimia tapi gak mengurangi otentiknya. Ada jasa pemandu museum. Buat foto-foto juga bagus.
Semoga lebih banyak lagi museum di Pekalongan"
Mei SilitongaLocal Guide · 152 ulasan · 493 foto;5;Letaknya strategis, depan alun-alun. Htm nya murah. Guidenya menjelaskan dengan cukup baik. Bisa belajar membatik juga disini, karena ada workshop nya.
galih akademikLocal Guide · 322 ulasan · 1.182 foto;5;"Batik pekalongan tdk diketahui mulai kapan, tapi hampir 70% produksi batik di Indonesia dari pekalongan. Berbeda dari batik solo dan jogja, batik pekalongan senada batik pesisir yang menggunakan motif beragam dan warna yang lebih cerah.
Museum batik pekalongan didirikan pertama 1972 di THR Gd Bintang Merdeka, lalu pindah ke kantor walikota tahun 1990. Kemudian dipindah lagi ke gedung bersejarah tinggalan Belanda di kompleks Jatayu pada tahun 2006. Gedung tua museum  ini dibangun 1902, dan sebagai museum diresmika  Presiden RI pada 12 Juli 2006.
Isi museum sekarang bertambah, mulai dari theatre sejarah batik, koleksi batik se Nusantara, praktikum membuat batik tulis dan batik cap. Batik telah diakui Unesco sejak 2009, dan di museum batik ini juga mendapat penghargaan Best Practises Batik.
Museum ini dikelola @dinparbudpora.pkl @ticpekalongan
Buka setiap hari jam kerja dan HTM sangar murah. Letak di tengah kota pekalongan."
Bang AukyLocal Guide · 277 ulasan · 7.573 foto;5;"Museum yang biasanya kusam dan sepi,  sangat berbeda jika kita ke Museum Batik Pekalongan. Museum ini dilihat dari luar sangat instagramable,  sangat menarik dan mengundang perhatian. Apalagi jika kita memasuki ruangan akan terkesan dengan arsitektur dan koleksinya.
Berbagai koleksi batik dari beberapa dekade dan sejarah batik tergambar disitu.  Memberikan edukasi tentang batik nusantara dan sejarah batik itu sendiri.
Dalam seminggu ribuan pengunjung berkunjung kesini dan mayoritas pelajar. Mereka belajar membatik yang ditugaskan oleh guru mereka.  Dengan membayar 20.000 , selain membatik mereka bisa membawa pulang hasil karya mereka.
Didalam museum bukan hanya menampilkan koleksi batik saja,  tetapi kita bisa membelinya.  Tersedia juga cafe did as lam untuk memenuhi kebutuhan pengunjung.
Dari tanggal 13 sd 15 November 2018, Museum Batik menjadi lokasi Pagelaran Grand Final Mas dan Mbak Jateng 2018."
habibie gamingLocal Guide · 33 ulasan · 34 foto;5;Tiket masuk murah...didalam ada kantin ...
Rizki TrianaLocal Guide · 301 ulasan · 3.005 foto;5;Salah satu tempat yang bersejarah dimana banyak sekali koleksi batik batik dr Nusantara bahkan yang sudah berpuluh tahun ada di Museum batik Pekalongan ini. Untuk tiket masuk sangat terjangkau hanya 5rb per orang. Di dalam museum kita jg bisa mencoba lgs membatik dg canting di bahan yg sudah disediakan dan gratis. Pertama kali dtg kesini dan sangat seru. Lokasi strategis di pusat kota Pekalongan.
HNR MustaqimLocal Guide · 51 ulasan · 41 foto;5;"bisa ajak anak untuk menambah pengetahuan tentang batik, tiket cuma 20rb untuk 2 dewasa dan 2 anak, udah dianter keliling ruangan (tour guide) dan kenangan buat anak kita berupa batik cap disertai sedikit praktek menggunakan ""canting"" untuk menulis nama, terimakasih ????"
Syariful Ulum10 ulasan · 6 foto;5;Museum batik Pekalongan tempatnya bersih dan banyak batik-batik khas yang unik serta di sana kita diajarkan bagaimana proses membuat batik sehingga kita dapat belajar banyak
Ardian MurdiantoLocal Guide · 442 ulasan · 3.622 foto;5;"Ya! Museum Batik Pekalongan, sering lewat tempat ini kalau pulang ke Semarang lewat Pekalongan. Dan pada kesempatan ini berkunjung bersama teman dari Colombia.
Lokasinya mudah dijangkau dan didepan 0 kilometer Pekalongan, jam buka sampai jam 9 malam dan untuk tiket masuk juga terjangkau, untuk wisatawan lokal hanya Rp. 5.000,- dan wisatawan mancanegara hanya Rp. 10.000.
Oiya jangan khawatir, disini ada guide juga yang akan menjelaskan batik-batik yang ada disini dan menemani kita ke 3 ruang pamer dan workshop batik. Meskipun penjelasannya kadang begitu cepat.
Dan yang menyenangkan memang workshop batik! Ada batik tulis dan batik cap! Harus mencoba, disediakan kain kecil untuk yang mau mencoba praktik membatik.
Ada juga tempat jual makanan serta kerajinan batik juga disini. Tempatnya juga instagramable lho disini.
Ayo ke Pekalongan! Dan ayo lestarikan batik!"
Amelia D'MarthasariLocal Guide · 146 ulasan · 461 foto;5;"Bagus banget museumnya, bayar 7k, dan di bantu untuk informasi batiknya.
Sukaa.
Bisa dapat informasi, beli batik bagus bagus lagi.. .?? …"
Reni Anggreaini MalikLocal Guide · 42 ulasan · 20 foto;5;Menempati gedung kuno peninggalan jaman penjajahan Belanda, Ada tour guide yg memberi penjelasan tentang batik, dan diakhir tour kita bisa mencoba membatik dengan canting, menyenangkan buat menambah wawasan dan kecintaan anak anak kita terhadap warisan budaya nusantara terutama batik tulis . .
Sugeng SudjatmikoLocal Guide · 104 ulasan · 194 foto;5;Kunjungan yg sangat singkat karena mendekati jam 15.00 waktunya museum tutup. Koleksi batik bukan hanya dari Pekalongan tapi juga dari seluruh Indonesia dan beberapa negara tetangga. Belajar sejarah asal usul batik termasuk pengaruh dari beberapa negara seperti India, China, dan juga dipengaruhi oleh isu-isu yang saat itu terjadi seperti peperangan
Riski Primadona AjiLocal Guide · 113 ulasan · 187 foto;5;"Museum Batik yg sangat iconik di Kota Pekalongan, Didalamnya menyimpan berbagai ragam batik dari seluruh Nusantara dengan berbagai keunikan coraknya masing masing, didalamnya ada beberapa ruang pamer batik serta ruang belajar membatik yg membantu pengunjung untuk belajar baik model tulis maupun cap,
Sangat Recommen dan Harus dikunjungi buat yg berkunjung ke Pekalongan"
Jessica SantosoLocal Guide · 115 ulasan · 94 foto;5;Museum yang bagus dan terawat. Tour guide sangat informative & helpful
Izza KhamLocal Guide · 490 ulasan · 1.722 foto;5;"Tempat wisata edukatif untuk mengenal lebih dalam tentang jenis2 batik. Lokasinya di sekitar lapangan Jetayu Pekalongan. Untuk biaya masuk 5000/orang. Di sini kita bisa melihat jenis/motif batik dari berbagai daerah. Kita juga bisa melihat bahan2 dan perlengkapan yang digunakan untuk nembatik. Jika situasi memungkinkan, kita juga bisa melakukan mini praktik membatik, biar gak penasaran bagi yang belum tau cara membatik.
Oh iya, bangunan museum batik merupakan bangunan tua, cocok juga untuk spot foto??"
limin dulalimin1 ulasan · 5 foto;5;Dieng emang GK da bosennya tuk dikunjungi...
Anissa ArthameviaLocal Guide · 10 ulasan · 23 foto;5;Tempatnta bagus, dan sangat mendidik. Semoga terus diapresiasi oleh pemerintah setempat agar menarik perhatian para anak muda disekitarnya untuk menjadi tempat mencari wawasan secara langsung??
Agam PamungkasLocal Guide · 156 ulasan · 1.745 foto;5;Pusat kesenian batik di kota pekalongan, bersih, ramah, murah, terdapat banyak kain batik dari berbagai daerah. Anda juga bisa makan karena ada kantin di bagian belakang, harga tiket masuk 5000 rupiah dan anda bisa membatik dipandu dengan pemandu profesional. Selamat berwisata sejarah...
Menuk NTs4 ulasan · 7 foto;5;Museumnya bersih  asri, adem.. Koleksi batiknya juga banyak. Top deh!! Ikut bangga Pekalongan punya wisata edukasi semacam MusBa.. ??????
SITI CHOIRUNNISALocal Guide · 60 ulasan · 136 foto;5;"Memberi pengalaman kepada anak untuk mengenal batik, sebagai kebudayaan indonesia..
Disini kita dapat mengenal jenis2 batik , corak/ motif batik , alat yg digunakAn untuk membatik, dan yg tidak kalah menarik, dapat praktek cara mrmbatik.."
Anis IsnainiLocal Guide · 94 ulasan · 400 foto;5;Museum batik pekalonhan terletak di pusat kota. Berada persis disekitaran alun-alun pekalongan sehingga memudahkan para wisatawan untuk berkunjung ke museum tanpa repot mencari-cari alamat dan tempat yang pas. Selain baik khas pekalongan, di museum ini jg menampilkan motif-motif batik dari berbagai daerah diseluruh indonesia. Tiket masuknya pun terbilang sangat terjangkau. Untuk anak sekolah 2 ribu rupiah untuk mahasiswa 3 ribu rupiah dan untuk umum seharga 5 ribu rupiah. Didalam museum juga terdapat tempat untuk kita workshop membuat kain batik. Berkunjung kesini sangat menyenangkan
SUPRAPTO 19647 ulasan · 14 foto;5;Bukan sekedar belajar mengenal sejarah batik , motif2 batik , ato bagaimana cara mmbuat batik saja disini .. tapi juga Tempat wisata budaya yg menarik di Pekalongan ... Eh bisa juga untuk berekspresi suka2 Lo dievent istimewa kamu... Tentu saja yg santun dong .
Samuel LiputraLocal Guide · 1.409 ulasan · 11.864 foto;5;"Tempat yang sangat baik untuk belajar tentang batik dari bagaimana cara batik itu di buat hingga model model dan sejarah batik yang melegenda.. dari jogja sampai batik purwokerto yang memiliki batik yang mencampurkan  berbagai macam budaya dan agama ....
Diterangkan langsung oleh petugas disana sehingga sangat menarik dan sangat komunikatif ..sehingga kita bisa bertanya banyak tentang batik...
Di akhir sesi kita bisa belajar membatik tulis  dengan canting dan malam yang telah di sediakan dan hasilnya bisa di bawa pulang."
